# This file contains the data of all generations
# of objectives = 2, # of constraints = 2, # of real_var = 2, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
# gen = 1
5.644042e+01	2.002237e+01	9.100705e-01	3.216446e+00	3.686187e+00	7.225865e-01	0.000000e+00	6	4.845892e-01
4.326099e+01	1.840939e+01	7.974983e-01	4.402963e+00	3.075270e+00	1.165315e+00	0.000000e+00	3	1.831763e-01
1.109421e+00	4.285005e+01	1.263847e-01	8.113299e+00	3.436972e-01	3.990333e-01	0.000000e+00	1	5.050798e-02
3.228328e+01	2.647034e+01	8.053919e-01	3.932305e+00	2.820562e+00	3.394860e-01	0.000000e+00	5	2.162643e-01
4.253839e-01	4.614752e+01	1.222381e-01	7.899297e+00	3.162299e-01	7.965301e-02	0.000000e+00	1	4.528996e-02
3.676639e+01	1.756518e+01	2.593793e-01	8.438970e+00	1.567608e+00	2.595034e+00	0.000000e+00	2	6.047880e-02
1.196355e+01	2.897568e+01	2.680454e-01	7.971112e+00	9.692023e-01	1.432318e+00	0.000000e+00	2	9.575871e-02
3.032746e+00	3.960155e+01	2.970487e-01	7.109933e+00	8.184404e-01	2.972238e-01	0.000000e+00	1	5.819227e-02
2.621467e+01	2.056536e+01	3.786896e-01	7.558527e+00	1.602091e+00	1.996740e+00	0.000000e+00	1	3.238853e-02
4.949313e+01	1.267259e+01	5.414960e-01	6.557169e+00	2.591068e+00	2.379001e+00	0.000000e+00	1	2.916447e-02
2.968895e+01	2.075939e+01	6.732498e-01	5.371725e+00	2.425348e+00	1.240936e+00	0.000000e+00	4	1.294025e-01
9.996557e+01	2.261598e+01	9.976093e-01	1.541177e+00	4.993163e+00	2.443789e-01	0.000000e+00	8	1.000000e+14
6.344350e+01	1.170499e+01	7.580792e-01	4.813782e+00	3.481286e+00	1.934303e+00	0.000000e+00	2	1.783012e-01
2.156721e+01	3.009936e+01	7.090575e-01	4.546382e+00	2.311824e+00	2.174204e-01	0.000000e+00	5	1.000000e+14
9.316201e+01	2.026834e+01	9.882999e-01	1.923143e+00	4.799800e+00	5.024166e-01	0.000000e+00	7	6.023785e-01
2.751511e+01	2.035064e+01	3.266469e-01	7.921658e+00	1.504495e+00	2.148319e+00	0.000000e+00	3	1.313854e-01
3.993402e+01	2.454170e+01	8.537677e-01	3.588007e+00	3.132770e+00	4.114112e-01	0.000000e+00	6	1.000000e+14
8.926395e+01	8.558898e+00	7.816168e-01	4.387811e+00	4.185641e+00	2.190068e+00	0.000000e+00	3	1.000000e+14
2.256813e+01	2.925194e+01	7.177981e-01	4.530483e+00	2.358698e+00	2.803107e-01	0.000000e+00	4	2.357097e-01
1.650420e+01	2.572948e+01	4.897103e-01	6.552288e+00	1.636881e+00	1.202776e+00	0.000000e+00	1	8.193718e-02
2.789365e+01	2.257147e+01	6.997490e-01	5.076218e+00	2.446714e+00	9.934809e-01	0.000000e+00	4	2.463606e-01
