3.695361e-13	5.000000e+01
1.360000e+02	4.000000e+00
3.378133e+00	3.785850e+01
2.426388e+00	3.968354e+01
3.408780e+01	1.729589e+01
5.838999e+00	3.463399e+01
6.703244e+00	3.338445e+01
5.403280e+01	1.153933e+01
4.836780e+01	1.296987e+01
4.685312e+01	1.392647e+01
1.429004e+00	4.202009e+01
1.278586e+01	2.791501e+01
5.132514e+01	1.217466e+01
2.694513e+01	2.008814e+01
3.156102e+01	1.816760e+01
6.424337e+01	9.505963e+00
1.261629e+02	4.078185e+00
9.913976e+00	3.024727e+01
1.105634e+02	4.466708e+00
1.023137e+02	4.862769e+00
1.113401e+01	2.952087e+01
4.051954e+01	1.512624e+01
7.135901e+01	8.137264e+00
7.608059e+01	7.369982e+00
1.058894e+02	4.673763e+00
1.332378e+02	4.004836e+00
5.627716e-03	4.947379e+01
6.726351e+01	8.932146e+00
1.005793e+02	5.016164e+00
1.675590e+01	2.524493e+01
7.797068e+01	7.214187e+00
8.454198e+00	3.156721e+01
9.425409e-01	4.358277e+01
7.046597e-01	4.431003e+01
1.306120e+02	4.018650e+00
2.150024e+00	4.020238e+01
4.257456e+01	1.451624e+01
3.767098e+01	1.661050e+01
1.213157e+02	4.153636e+00
5.824933e+01	1.082951e+01
5.068397e+00	3.541192e+01
2.157384e+01	2.262398e+01
8.855872e+01	5.891167e+00
8.084538e+01	6.759964e+00
4.193700e+00	3.671313e+01
8.292085e+01	6.481665e+00
1.948486e+00	4.113260e+01
1.465036e+01	2.662935e+01
1.131941e+02	4.421448e+00
1.754307e+01	2.477763e+01
1.174537e+02	4.237573e+00
9.125090e-02	4.804326e+01
4.137129e+00	3.733614e+01
2.060039e+01	2.309999e+01
1.168192e+01	2.893524e+01
1.188614e+02	4.201232e+00
1.054051e+02	4.731901e+00
7.653495e+00	3.242906e+01
5.625389e+01	1.103940e+01
7.376336e+01	7.724736e+00
4.970539e+01	1.257460e+01
1.233180e+02	4.121582e+00
8.408385e+01	6.350627e+00
9.293570e+00	3.085802e+01
7.422090e+00	3.259911e+01
3.182764e-01	4.622842e+01
9.103284e+01	5.716239e+00
2.492569e+01	2.129072e+01
5.544203e+01	1.123007e+01
6.336263e+01	9.587463e+00
1.362708e+01	2.730407e+01
3.533445e+01	1.680904e+01
3.053970e+01	1.868481e+01
7.016019e+01	8.345867e+00
9.605981e+01	5.281932e+00
7.397046e+01	7.686333e+00
9.510323e+01	5.336495e+00
1.578616e+01	2.585192e+01
2.540153e+01	2.071377e+01
1.867207e+01	2.411396e+01
8.751230e+01	6.068801e+00
1.959584e+01	2.368116e+01
9.351325e+01	5.538936e+00
4.644903e+00	3.597816e+01
1.830070e+01	2.432596e+01
9.805486e+01	5.131445e+00
1.250411e+02	4.100598e+00
9.073629e+00	3.126157e+01
3.574783e+01	1.666640e+01
2.438217e-01	4.714239e+01
5.911697e+01	1.042192e+01
2.329031e+01	2.197470e+01
1.149358e+02	4.311785e+00
6.173961e+01	9.898609e+00
3.815496e+01	1.588667e+01
1.024109e-01	4.784378e+01
5.067685e+01	1.243200e+01
4.331573e+01	1.436687e+01
2.926927e+01	1.907226e+01
2.827668e-01	4.692224e+01
