# This file contains the data of final feasible population (if found)
# of objectives = 2, # of constraints = 2, # of real_var = 2, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
3.695361e-13	5.000000e+01	1.209212e-07	8.480519e+00	3.023030e-07	3.157412e-08	0.000000e+00	1	1.000000e+14
1.360000e+02	4.000000e+00	6.400000e-01	4.844156e+00	5.000000e+00	3.000000e+00	0.000000e+00	1	1.000000e+14
3.378133e+00	3.785850e+01	2.155529e-01	7.821139e+00	6.233355e-01	6.752675e-01	0.000000e+00	1	3.180472e-02
2.426388e+00	3.968354e+01	2.225255e-01	7.647664e+00	6.169734e-01	4.753323e-01	0.000000e+00	1	2.999203e-02
3.408780e+01	1.729589e+01	4.398144e-01	7.223312e+00	1.951731e+00	2.170875e+00	0.000000e+00	1	2.863997e-02
5.838999e+00	3.463399e+01	2.186489e-01	8.002347e+00	6.925972e-01	9.899793e-01	0.000000e+00	1	2.804817e-02
6.703244e+00	3.338445e+01	3.141359e-01	7.400827e+00	9.529209e-01	8.762151e-01	0.000000e+00	1	2.793841e-02
5.403280e+01	1.153933e+01	4.803293e-01	6.993945e+00	2.551643e+00	2.645244e+00	0.000000e+00	1	2.540293e-02
4.836780e+01	1.296987e+01	5.452880e-01	6.528840e+00	2.572415e+00	2.339793e+00	0.000000e+00	1	2.518051e-02
4.685312e+01	1.392647e+01	6.409277e-01	5.800666e+00	2.773647e+00	2.005034e+00	0.000000e+00	1	2.461184e-02
1.429004e+00	4.202009e+01	1.803234e-01	7.786469e+00	4.865337e-01	3.471829e-01	0.000000e+00	1	2.318762e-02
1.278586e+01	2.791501e+01	3.852793e-01	7.200358e+00	1.282845e+00	1.245301e+00	0.000000e+00	1	2.300050e-02
5.132514e+01	1.217466e+01	4.917900e-01	6.915322e+00	2.512604e+00	2.553059e+00	0.000000e+00	1	2.204106e-02
2.694513e+01	2.008814e+01	4.226698e-01	7.267339e+00	1.730303e+00	1.934511e+00	0.000000e+00	1	2.197240e-02
3.156102e+01	1.816760e+01	4.868929e-01	6.868335e+00	2.006258e+00	1.966007e+00	0.000000e+00	1	2.150776e-02
6.424337e+01	9.505963e+00	5.627289e-01	6.364912e+00	3.012907e+00	2.642581e+00	0.000000e+00	1	2.146446e-02
